Planning_Area,Subzone,Subzone_Lat,Subzone_Long,Hospital_Polyclinic,Hospital_Polyclinic_Lat,Hospital_Polyclinic_Long,Duration (min),WalkTime (min),WalkDistance (m),Transfers,TransitTime (min),Heuristic Distance (km),Day Type,Period Name,Peak Hour,Time,Weekday,Weekend,Public Holiday
Bukit Timah,Anak Bukit,1.337882794,103.7715624,JURONG POLYCLINIC,1.350189,103.730642,32.15,8.57,532.55,0,23.58,4.750250114,Public Holiday,Non-peak Afternoon,0,15:30:00,0,0,1
Bukit Timah,Anak Bukit,1.337882794,103.7715624,JURONG POLYCLINIC,1.350189,103.730642,32.15,8.57,532.55,0,23.58,4.750250114,Public Holiday,Evening Peak,0,18:30:00,0,0,1
Bukit Timah,Anak Bukit,1.337882794,103.7715624,JURONG POLYCLINIC,1.350189,103.730642,32.15,8.57,532.55,0,23.58,4.750250114,Public Holiday,Non-peak Evening,0,21:00:00,0,0,1
Bukit Timah,Anak Bukit,1.337882794,103.7715624,JURONG POLYCLINIC,1.350189,103.730642,32.15,8.57,532.55,0,23.58,4.750250114,Public Holiday,Late Night Non-peak,0,23:30:00,0,0,1
Bukit Timah,Anak Bukit,1.337882794,103.7715624,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,40.78,18.93,1232.38,1,16.95,5.028673545,Weekday,Non-peak Morning,0,6:30:00,1,0,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,38.98,16.3,1052.54,2,17.43,5.028673545,Weekday,Morning Peak,0,8:30:00,1,0,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,38.7,16.3,1052.54,2,17.43,5.028673545,Weekday,Non-peak Late Morning,0,10:45:00,1,0,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,40,16.3,1052.54,2,17.43,5.028673545,Weekday,Lunch Peak,0,13:00:00,1,0,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,39.65,16.3,1052.54,2,17.42,5.028673545,Weekday,Non-peak Afternoon,0,15:30:00,1,0,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,38.02,18.93,1232.38,1,16.95,5.028673545,Weekday,Evening Peak,0,18:30:00,1,0,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,39.78,16.3,1052.54,2,17.43,5.028673545,Weekday,Non-peak Evening,0,21:00:00,1,0,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,39.27,16.3,1052.54,2,17.43,5.028673545,Weekday,Late Night Non-peak,0,23:30:00,1,0,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,40.78,18.93,1232.38,1,16.95,5.028673545,Weekend,Non-peak Morning,0,6:30:00,0,1,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,38.98,16.3,1052.54,2,17.43,5.028673545,Weekend,Morning Peak,0,8:30:00,0,1,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,38.7,16.3,1052.54,2,17.43,5.028673545,Weekend,Non-peak Late Morning,0,10:45:00,0,1,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,40,16.3,1052.54,2,17.43,5.028673545,Weekend,Lunch Peak,0,13:00:00,0,1,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,39.65,16.3,1052.54,2,17.42,5.028673545,Weekend,Non-peak Afternoon,0,15:30:00,0,1,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,38.02,18.93,1232.38,1,16.95,5.028673545,Weekend,Evening Peak,0,18:30:00,0,1,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,39.78,16.3,1052.54,2,17.43,5.028673545,Weekend,Non-peak Evening,0,21:00:00,0,1,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,39.27,16.3,1052.54,2,17.43,5.028673545,Weekend,Late Night Non-peak,0,23:30:00,0,1,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,40.78,18.93,1232.38,1,16.95,5.028673545,Public Holiday,Non-peak Morning,0,6:30:00,0,0,1
Bukit Timah,Anak Bukit,1.337882794,103.7715624,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,38.98,16.3,1052.54,2,17.43,5.028673545,Public Holiday,Morning Peak,0,8:30:00,0,0,1
